"id","first_name","last_name","date_of_migration","migration_type","from_region","individual_id","registration_round","registration_date","registration_update_date","registration_user","registration_update_user"
4393,"M","M","2020-04-08","In","yes",4393,3,"2019-08-12","2019-08-12","user_1","user_1"
4394,"N","N","2020-12-24","In","yes",4394,4,"2020-02-08","2020-02-08","user_1","user_1"
4395,"O","O","2021-09-10","In","yes",4395,5,"2020-08-06","2020-08-06","user_1","user_1"
4396,"P","P","2018-11-05","In","yes",4396,1,"2018-08-17","2018-08-17","user_1","user_1"
4397,"Q","Q","2019-07-23","In","yes",4397,2,"2019-02-13","2019-02-13","user_1","user_1"
4398,"R","R","2020-04-08","In","yes",4398,3,"2019-08-12","2019-08-12","user_1","user_1"
4399,"S","S","2020-12-24","In","yes",4399,4,"2020-02-08","2020-02-08","user_1","user_1"
4400,"T","T","2021-09-10","In","yes",4400,5,"2020-08-06","2020-08-06","user_1","user_1"
4401,"A","A","2018-11-05","In","yes",4401,1,"2018-08-17","2018-08-17","user_1","user_1"
4402,"B","B","2019-07-23","In","yes",4402,2,"2019-02-13","2019-02-13","user_1","user_1"
4403,"C","C","2020-04-08","In","yes",4403,3,"2019-08-12","2019-08-12","user_1","user_1"
4404,"D","D","2020-12-24","In","yes",4404,4,"2020-02-08","2020-02-08","user_1","user_1"
4405,"E","E","2021-09-10","In","yes",4405,5,"2020-08-06","2020-08-06","user_1","user_1"
4406,"F","F","2018-11-05","In","yes",4406,1,"2018-08-17","2018-08-17","user_1","user_1"
4407,"G","G","2019-07-23","In","yes",4407,2,"2019-02-13","2019-02-13","user_1","user_1"
4408,"H","H","2020-04-08","In","yes",4408,3,"2019-08-12","2019-08-12","user_1","user_1"
4409,"I","I","2020-12-24","In","yes",4409,4,"2020-02-08","2020-02-08","user_1","user_1"
4410,"J","J","2021-09-10","In","yes",4410,5,"2020-08-06","2020-08-06","user_1","user_1"
4411,"K","K","2018-11-05","In","yes",4411,1,"2018-08-17","2018-08-17","user_1","user_1"
4412,"L","L","2019-07-23","In","yes",4412,2,"2019-02-13","2019-02-13","user_1","user_1"
4413,"M","M","2020-04-08","In","yes",4413,3,"2019-08-12","2019-08-12","user_1","user_1"
4414,"N","N","2020-12-24","In","yes",4414,4,"2020-02-08","2020-02-08","user_1","user_1"
4415,"O","O","2021-09-10","In","yes",4415,5,"2020-08-06","2020-08-06","user_1","user_1"
4416,"P","P","2018-11-05","In","yes",4416,1,"2018-08-17","2018-08-17","user_1","user_1"
4417,"Q","Q","2019-07-23","In","yes",4417,2,"2019-02-13","2019-02-13","user_1","user_1"
4418,"R","R","2020-04-08","In","yes",4418,3,"2019-08-12","2019-08-12","user_1","user_1"
4419,"S","S","2020-12-24","In","yes",4419,4,"2020-02-08","2020-02-08","user_1","user_1"
4420,"T","T","2021-09-10","In","yes",4420,5,"2020-08-06","2020-08-06","user_1","user_1"
4421,"A","A","2018-11-05","In","yes",4421,1,"2018-08-17","2018-08-17","user_1","user_1"
4422,"B","B","2019-07-23","In","yes",4422,2,"2019-02-13","2019-02-13","user_1","user_1"
4423,"C","C","2020-04-08","In","yes",4423,3,"2019-08-12","2019-08-12","user_1","user_1"
4424,"D","D","2020-12-24","In","yes",4424,4,"2020-02-08","2020-02-08","user_1","user_1"
4425,"E","E","2021-09-10","In","yes",4425,5,"2020-08-06","2020-08-06","user_1","user_1"
4426,"F","F","2018-11-05","In","yes",4426,1,"2018-08-17","2018-08-17","user_1","user_1"
4427,"G","G","2019-07-23","In","yes",4427,2,"2019-02-13","2019-02-13","user_1","user_1"
4428,"H","H","2020-04-08","In","yes",4428,3,"2019-08-12","2019-08-12","user_1","user_1"
4429,"I","I","2020-12-24","In","yes",4429,4,"2020-02-08","2020-02-08","user_1","user_1"
4430,"J","J","2021-09-10","In","yes",4430,5,"2020-08-06","2020-08-06","user_1","user_1"
4431,"K","K","2018-11-05","In","yes",4431,1,"2018-08-17","2018-08-17","user_1","user_1"
4432,"L","L","2019-07-23","In","yes",4432,2,"2019-02-13","2019-02-13","user_1","user_1"
4433,"M","M","2020-04-08","In","yes",4433,3,"2019-08-12","2019-08-12","user_1","user_1"
4434,"N","N","2020-12-24","In","yes",4434,4,"2020-02-08","2020-02-08","user_1","user_1"
4435,"O","O","2021-09-10","In","yes",4435,5,"2020-08-06","2020-08-06","user_1","user_1"
4436,"P","P","2018-11-05","In","yes",4436,1,"2018-08-17","2018-08-17","user_1","user_1"
4437,"Q","Q","2019-07-23","In","yes",4437,2,"2019-02-13","2019-02-13","user_1","user_1"
4438,"R","R","2020-04-08","In","yes",4438,3,"2019-08-12","2019-08-12","user_1","user_1"
4439,"S","S","2020-12-24","In","yes",4439,4,"2020-02-08","2020-02-08","user_1","user_1"
4440,"T","T","2021-09-10","In","yes",4440,5,"2020-08-06","2020-08-06","user_1","user_1"
4441,"A","A","2018-11-05","In","yes",4441,1,"2018-08-17","2018-08-17","user_1","user_1"
4442,"B","B","2019-07-23","In","yes",4442,2,"2019-02-13","2019-02-13","user_1","user_1"
4443,"C","C","2020-04-08","In","yes",4443,3,"2019-08-12","2019-08-12","user_1","user_1"
4444,"D","D","2020-12-24","In","yes",4444,4,"2020-02-08","2020-02-08","user_1","user_1"
4445,"E","E","2021-09-10","In","yes",4445,5,"2020-08-06","2020-08-06","user_1","user_1"
4446,"F","F","2018-11-05","In","yes",4446,1,"2018-08-17","2018-08-17","user_1","user_1"
4447,"G","G","2019-07-23","In","yes",4447,2,"2019-02-13","2019-02-13","user_1","user_1"
4448,"H","H","2020-04-08","In","yes",4448,3,"2019-08-12","2019-08-12","user_1","user_1"
4449,"I","I","2020-12-24","In","yes",4449,4,"2020-02-08","2020-02-08","user_1","user_1"
4450,"J","J","2021-09-10","In","yes",4450,5,"2020-08-06","2020-08-06","user_1","user_1"
4451,"K","K","2018-11-05","In","yes",4451,1,"2018-08-17","2018-08-17","user_1","user_1"
4452,"L","L","2019-07-23","In","yes",4452,2,"2019-02-13","2019-02-13","user_1","user_1"
4453,"M","M","2020-04-08","In","yes",4453,3,"2019-08-12","2019-08-12","user_1","user_1"
4454,"N","N","2020-12-24","In","yes",4454,4,"2020-02-08","2020-02-08","user_1","user_1"
4455,"O","O","2021-09-10","In","yes",4455,5,"2020-08-06","2020-08-06","user_1","user_1"
4456,"P","P","2018-11-05","In","yes",4456,1,"2018-08-17","2018-08-17","user_1","user_1"
4457,"Q","Q","2019-07-23","In","yes",4457,2,"2019-02-13","2019-02-13","user_1","user_1"
4458,"R","R","2020-04-08","In","yes",4458,3,"2019-08-12","2019-08-12","user_1","user_1"
4459,"S","S","2020-12-24","In","yes",4459,4,"2020-02-08","2020-02-08","user_1","user_1"
4460,"T","T","2021-09-10","In","yes",4460,5,"2020-08-06","2020-08-06","user_1","user_1"
4461,"A","A","2018-11-05","In","yes",4461,1,"2018-08-17","2018-08-17","user_1","user_1"
4462,"B","B","2019-07-23","In","yes",4462,2,"2019-02-13","2019-02-13","user_1","user_1"
4463,"C","C","2020-04-08","In","yes",4463,3,"2019-08-12","2019-08-12","user_1","user_1"
4464,"D","D","2020-12-24","In","yes",4464,4,"2020-02-08","2020-02-08","user_1","user_1"
4465,"E","E","2021-09-10","In","yes",4465,5,"2020-08-06","2020-08-06","user_1","user_1"
4466,"F","F","2018-11-05","In","yes",4466,1,"2018-08-17","2018-08-17","user_1","user_1"
4467,"G","G","2019-07-23","In","yes",4467,2,"2019-02-13","2019-02-13","user_1","user_1"
4468,"H","H","2020-04-08","In","yes",4468,3,"2019-08-12","2019-08-12","user_1","user_1"
4469,"I","I","2020-12-24","In","yes",4469,4,"2020-02-08","2020-02-08","user_1","user_1"
4470,"J","J","2021-09-10","In","yes",4470,5,"2020-08-06","2020-08-06","user_1","user_1"
4471,"K","K","2018-11-05","In","yes",4471,1,"2018-08-17","2018-08-17","user_1","user_1"
4472,"L","L","2019-07-23","In","yes",4472,2,"2019-02-13","2019-02-13","user_1","user_1"
4473,"M","M","2020-04-08","In","yes",4473,3,"2019-08-12","2019-08-12","user_1","user_1"
4474,"N","N","2020-12-24","In","yes",4474,4,"2020-02-08","2020-02-08","user_1","user_1"
4475,"O","O","2021-09-10","In","yes",4475,5,"2020-08-06","2020-08-06","user_1","user_1"
4476,"P","P","2018-11-05","In","yes",4476,1,"2018-08-17","2018-08-17","user_1","user_1"
4477,"Q","Q","2019-07-23","In","yes",4477,2,"2019-02-13","2019-02-13","user_1","user_1"
4478,"R","R","2020-04-08","In","yes",4478,3,"2019-08-12","2019-08-12","user_1","user_1"
4479,"S","S","2020-12-24","In","yes",4479,4,"2020-02-08","2020-02-08","user_1","user_1"
4480,"T","T","2021-09-10","In","yes",4480,5,"2020-08-06","2020-08-06","user_1","user_1"
4481,"A","A","2018-11-05","In","yes",4481,1,"2018-08-17","2018-08-17","user_1","user_1"
4482,"B","B","2019-07-23","In","yes",4482,2,"2019-02-13","2019-02-13","user_1","user_1"
4483,"C","C","2020-04-08","In","yes",4483,3,"2019-08-12","2019-08-12","user_1","user_1"
4484,"D","D","2020-12-24","In","yes",4484,4,"2020-02-08","2020-02-08","user_1","user_1"
4485,"E","E","2021-09-10","In","yes",4485,5,"2020-08-06","2020-08-06","user_1","user_1"
4486,"F","F","2018-11-05","In","yes",4486,1,"2018-08-17","2018-08-17","user_1","user_1"
4487,"G","G","2019-07-23","In","yes",4487,2,"2019-02-13","2019-02-13","user_1","user_1"
4488,"H","H","2020-04-08","In","yes",4488,3,"2019-08-12","2019-08-12","user_1","user_1"
4489,"I","I","2020-12-24","In","yes",4489,4,"2020-02-08","2020-02-08","user_1","user_1"
4490,"J","J","2021-09-10","In","yes",4490,5,"2020-08-06","2020-08-06","user_1","user_1"
4491,"K","K","2018-11-05","In","yes",4491,1,"2018-08-17","2018-08-17","user_1","user_1"
4492,"L","L","2019-07-23","In","yes",4492,2,"2019-02-13","2019-02-13","user_1","user_1"
4493,"M","M","2020-04-08","In","yes",4493,3,"2019-08-12","2019-08-12","user_1","user_1"
4494,"N","N","2020-12-24","In","yes",4494,4,"2020-02-08","2020-02-08","user_1","user_1"
4495,"O","O","2021-09-10","In","yes",4495,5,"2020-08-06","2020-08-06","user_1","user_1"
4496,"P","P","2018-11-05","In","yes",4496,1,"2018-08-17","2018-08-17","user_1","user_1"
4497,"Q","Q","2019-07-23","In","yes",4497,2,"2019-02-13","2019-02-13","user_1","user_1"
4498,"R","R","2020-04-08","In","yes",4498,3,"2019-08-12","2019-08-12","user_1","user_1"
4499,"S","S","2020-12-24","In","yes",4499,4,"2020-02-08","2020-02-08","user_1","user_1"
4500,"T","T","2021-09-10","In","yes",4500,5,"2020-08-06","2020-08-06","user_1","user_1"
4501,"A","A","2018-11-05","In","yes",4501,1,"2018-08-17","2018-08-17","user_1","user_1"
4502,"B","B","2019-07-23","In","yes",4502,2,"2019-02-13","2019-02-13","user_1","user_1"
4503,"C","C","2020-04-08","In","yes",4503,3,"2019-08-12","2019-08-12","user_1","user_1"
4504,"D","D","2020-12-24","In","yes",4504,4,"2020-02-08","2020-02-08","user_1","user_1"
4505,"E","E","2021-09-10","In","yes",4505,5,"2020-08-06","2020-08-06","user_1","user_1"
4506,"F","F","2018-11-05","In","yes",4506,1,"2018-08-17","2018-08-17","user_1","user_1"
4507,"G","G","2019-07-23","In","yes",4507,2,"2019-02-13","2019-02-13","user_1","user_1"
4508,"H","H","2020-04-08","In","yes",4508,3,"2019-08-12","2019-08-12","user_1","user_1"
4509,"I","I","2020-12-24","In","yes",4509,4,"2020-02-08","2020-02-08","user_1","user_1"
4510,"J","J","2021-09-10","In","yes",4510,5,"2020-08-06","2020-08-06","user_1","user_1"
4511,"K","K","2018-11-05","In","yes",4511,1,"2018-08-17","2018-08-17","user_1","user_1"
4512,"L","L","2019-07-23","In","yes",4512,2,"2019-02-13","2019-02-13","user_1","user_1"
4513,"M","M","2020-04-08","In","yes",4513,3,"2019-08-12","2019-08-12","user_1","user_1"
4514,"N","N","2020-12-24","In","yes",4514,4,"2020-02-08","2020-02-08","user_1","user_1"
4515,"O","O","2021-09-10","In","yes",4515,5,"2020-08-06","2020-08-06","user_1","user_1"
4516,"P","P","2018-11-05","In","yes",4516,1,"2018-08-17","2018-08-17","user_1","user_1"
4517,"Q","Q","2019-07-23","In","yes",4517,2,"2019-02-13","2019-02-13","user_1","user_1"
4518,"R","R","2020-04-08","In","yes",4518,3,"2019-08-12","2019-08-12","user_1","user_1"
4519,"S","S","2020-12-24","In","yes",4519,4,"2020-02-08","2020-02-08","user_1","user_1"
4520,"T","T","2021-09-10","In","yes",4520,5,"2020-08-06","2020-08-06","user_1","user_1"
4521,"A","A","2018-11-05","In","yes",4521,1,"2018-08-17","2018-08-17","user_1","user_1"
4522,"B","B","2019-07-23","In","yes",4522,2,"2019-02-13","2019-02-13","user_1","user_1"
4523,"C","C","2020-04-08","In","yes",4523,3,"2019-08-12","2019-08-12","user_1","user_1"
4524,"D","D","2020-12-24","In","yes",4524,4,"2020-02-08","2020-02-08","user_1","user_1"
4525,"E","E","2021-09-10","In","yes",4525,5,"2020-08-06","2020-08-06","user_1","user_1"
4526,"F","F","2018-11-05","In","yes",4526,1,"2018-08-17","2018-08-17","user_1","user_1"
4527,"G","G","2019-07-23","In","yes",4527,2,"2019-02-13","2019-02-13","user_1","user_1"
4528,"H","H","2020-04-08","In","yes",4528,3,"2019-08-12","2019-08-12","user_1","user_1"
4529,"I","I","2020-12-24","In","yes",4529,4,"2020-02-08","2020-02-08","user_1","user_1"
4530,"J","J","2021-09-10","In","yes",4530,5,"2020-08-06","2020-08-06","user_1","user_1"
4531,"K","K","2018-11-05","In","yes",4531,1,"2018-08-17","2018-08-17","user_1","user_1"
4532,"L","L","2019-07-23","In","yes",4532,2,"2019-02-13","2019-02-13","user_1","user_1"
4533,"M","M","2020-04-08","In","yes",4533,3,"2019-08-12","2019-08-12","user_1","user_1"
4534,"N","N","2020-12-24","In","yes",4534,4,"2020-02-08","2020-02-08","user_1","user_1"
4535,"O","O","2021-09-10","In","yes",4535,5,"2020-08-06","2020-08-06","user_1","user_1"
4536,"P","P","2018-11-05","In","yes",4536,1,"2018-08-17","2018-08-17","user_1","user_1"
4537,"Q","Q","2019-07-23","In","yes",4537,2,"2019-02-13","2019-02-13","user_1","user_1"
4538,"R","R","2020-04-08","In","yes",4538,3,"2019-08-12","2019-08-12","user_1","user_1"
4539,"S","S","2020-12-24","In","yes",4539,4,"2020-02-08","2020-02-08","user_1","user_1"
4540,"T","T","2021-09-10","In","yes",4540,5,"2020-08-06","2020-08-06","user_1","user_1"
4541,"A","A","2018-11-05","In","yes",4541,1,"2018-08-17","2018-08-17","user_1","user_1"
4542,"B","B","2019-07-23","In","yes",4542,2,"2019-02-13","2019-02-13","user_1","user_1"
4543,"C","C","2020-04-08","In","yes",4543,3,"2019-08-12","2019-08-12","user_1","user_1"
4544,"D","D","2020-12-24","In","yes",4544,4,"2020-02-08","2020-02-08","user_1","user_1"
4545,"E","E","2021-09-10","In","yes",4545,5,"2020-08-06","2020-08-06","user_1","user_1"
4546,"F","F","2018-11-05","In","yes",4546,1,"2018-08-17","2018-08-17","user_1","user_1"
4547,"G","G","2019-07-23","In","yes",4547,2,"2019-02-13","2019-02-13","user_1","user_1"
4548,"H","H","2020-04-08","In","yes",4548,3,"2019-08-12","2019-08-12","user_1","user_1"
4549,"I","I","2020-12-24","In","yes",4549,4,"2020-02-08","2020-02-08","user_1","user_1"
4550,"J","J","2021-09-10","In","yes",4550,5,"2020-08-06","2020-08-06","user_1","user_1"
4551,"K","K","2018-11-05","In","yes",4551,1,"2018-08-17","2018-08-17","user_1","user_1"
4552,"L","L","2019-07-23","In","yes",4552,2,"2019-02-13","2019-02-13","user_1","user_1"
4553,"M","M","2020-04-08","In","yes",4553,3,"2019-08-12","2019-08-12","user_1","user_1"
4554,"N","N","2020-12-24","In","yes",4554,4,"2020-02-08","2020-02-08","user_1","user_1"
4555,"O","O","2021-09-10","In","yes",4555,5,"2020-08-06","2020-08-06","user_1","user_1"
4556,"P","P","2018-11-05","In","yes",4556,1,"2018-08-17","2018-08-17","user_1","user_1"
4557,"Q","Q","2019-07-23","In","yes",4557,2,"2019-02-13","2019-02-13","user_1","user_1"
4558,"R","R","2020-04-08","In","yes",4558,3,"2019-08-12","2019-08-12","user_1","user_1"
4559,"S","S","2020-12-24","In","yes",4559,4,"2020-02-08","2020-02-08","user_1","user_1"
4560,"T","T","2021-09-10","In","yes",4560,5,"2020-08-06","2020-08-06","user_1","user_1"
4561,"A","A","2018-11-05","In","yes",4561,1,"2018-08-17","2018-08-17","user_1","user_1"
4562,"B","B","2019-07-23","In","yes",4562,2,"2019-02-13","2019-02-13","user_1","user_1"
4563,"C","C","2020-04-08","In","yes",4563,3,"2019-08-12","2019-08-12","user_1","user_1"
4564,"D","D","2020-12-24","In","yes",4564,4,"2020-02-08","2020-02-08","user_1","user_1"
4565,"E","E","2021-09-10","In","yes",4565,5,"2020-08-06","2020-08-06","user_1","user_1"
4566,"F","F","2018-11-05","In","yes",4566,1,"2018-08-17","2018-08-17","user_1","user_1"
4567,"G","G","2019-07-23","In","yes",4567,2,"2019-02-13","2019-02-13","user_1","user_1"
4568,"H","H","2020-04-08","In","yes",4568,3,"2019-08-12","2019-08-12","user_1","user_1"
4569,"I","I","2020-12-24","In","yes",4569,4,"2020-02-08","2020-02-08","user_1","user_1"
4570,"J","J","2021-09-10","In","yes",4570,5,"2020-08-06","2020-08-06","user_1","user_1"
4571,"K","K","2018-11-05","In","yes",4571,1,"2018-08-17","2018-08-17","user_1","user_1"
4572,"L","L","2019-07-23","In","yes",4572,2,"2019-02-13","2019-02-13","user_1","user_1"
4573,"M","M","2020-04-08","In","yes",4573,3,"2019-08-12","2019-08-12","user_1","user_1"
4574,"N","N","2020-12-24","In","yes",4574,4,"2020-02-08","2020-02-08","user_1","user_1"
4575,"O","O","2021-09-10","In","yes",4575,5,"2020-08-06","2020-08-06","user_1","user_1"
4576,"P","P","2018-11-05","In","yes",4576,1,"2018-08-17","2018-08-17","user_1","user_1"
4577,"Q","Q","2019-07-23","In","yes",4577,2,"2019-02-13","2019-02-13","user_1","user_1"
4578,"R","R","2020-04-08","In","yes",4578,3,"2019-08-12","2019-08-12","user_1","user_1"
4579,"S","S","2020-12-24","In","yes",4579,4,"2020-02-08","2020-02-08","user_1","user_1"
4580,"T","T","2021-09-10","In","yes",4580,5,"2020-08-06","2020-08-06","user_1","user_1"
4581,"A","A","2018-11-05","In","yes",4581,1,"2018-08-17","2018-08-17","user_1","user_1"
4582,"B","B","2019-07-23","In","yes",4582,2,"2019-02-13","2019-02-13","user_1","user_1"
4583,"C","C","2020-04-08","In","yes",4583,3,"2019-08-12","2019-08-12","user_1","user_1"
4584,"D","D","2020-12-24","In","yes",4584,4,"2020-02-08","2020-02-08","user_1","user_1"
4585,"E","E","2021-09-10","In","yes",4585,5,"2020-08-06","2020-08-06","user_1","user_1"
4586,"F","F","2018-11-05","In","yes",4586,1,"2018-08-17","2018-08-17","user_1","user_1"
4587,"G","G","2019-07-23","In","yes",4587,2,"2019-02-13","2019-02-13","user_1","user_1"
4588,"H","H","2020-04-08","In","yes",4588,3,"2019-08-12","2019-08-12","user_1","user_1"
4589,"I","I","2020-12-24","In","yes",4589,4,"2020-02-08","2020-02-08","user_1","user_1"
4590,"J","J","2021-09-10","In","yes",4590,5,"2020-08-06","2020-08-06","user_1","user_1"
4591,"K","K","2018-11-05","In","yes",4591,1,"2018-08-17","2018-08-17","user_1","user_1"
4592,"L","L","2019-07-23","In","yes",4592,2,"2019-02-13","2019-02-13","user_1","user_1"
4593,"M","M","2020-04-08","In","yes",4593,3,"2019-08-12","2019-08-12","user_1","user_1"
4594,"N","N","2020-12-24","In","yes",4594,4,"2020-02-08","2020-02-08","user_1","user_1"
4595,"O","O","2021-09-10","In","yes",4595,5,"2020-08-06","2020-08-06","user_1","user_1"
4596,"P","P","2018-11-05","In","yes",4596,1,"2018-08-17","2018-08-17","user_1","user_1"
4597,"Q","Q","2019-07-23","In","yes",4597,2,"2019-02-13","2019-02-13","user_1","user_1"
4598,"R","R","2020-04-08","In","yes",4598,3,"2019-08-12","2019-08-12","user_1","user_1"
4599,"S","S","2020-12-24","In","yes",4599,4,"2020-02-08","2020-02-08","user_1","user_1"
4600,"T","T","2021-09-10","In","yes",4600,5,"2020-08-06","2020-08-06","user_1","user_1"
4601,"A","A","2018-11-05","In","yes",4601,1,"2018-08-17","2018-08-17","user_1","user_1"
4602,"B","B","2019-07-23","In","yes",4602,2,"2019-02-13","2019-02-13","user_1","user_1"
4603,"C","C","2020-04-08","In","yes",4603,3,"2019-08-12","2019-08-12","user_1","user_1"
4604,"D","D","2020-12-24","In","yes",4604,4,"2020-02-08","2020-02-08","user_1","user_1"
4605,"E","E","2021-09-10","In","yes",4605,5,"2020-08-06","2020-08-06","user_1","user_1"
4606,"F","F","2018-11-05","In","yes",4606,1,"2018-08-17","2018-08-17","user_1","user_1"
4607,"G","G","2019-07-23","In","yes",4607,2,"2019-02-13","2019-02-13","user_1","user_1"
4608,"H","H","2020-04-08","In","yes",4608,3,"2019-08-12","2019-08-12","user_1","user_1"
4609,"I","I","2020-12-24","In","yes",4609,4,"2020-02-08","2020-02-08","user_1","user_1"
4610,"J","J","2021-09-10","In","yes",4610,5,"2020-08-06","2020-08-06","user_1","user_1"
4611,"K","K","2018-11-05","In","yes",4611,1,"2018-08-17","2018-08-17","user_1","user_1"
4612,"L","L","2019-07-23","In","yes",4612,2,"2019-02-13","2019-02-13","user_1","user_1"
4613,"M","M","2020-04-08","In","yes",4613,3,"2019-08-12","2019-08-12","user_1","user_1"
4614,"N","N","2020-12-24","In","yes",4614,4,"2020-02-08","2020-02-08","user_1","user_1"
4615,"O","O","2021-09-10","In","yes",4615,5,"2020-08-06","2020-08-06","user_1","user_1"
4616,"P","P","2018-11-05","In","yes",4616,1,"2018-08-17","2018-08-17","user_1","user_1"
4617,"Q","Q","2019-07-23","In","yes",4617,2,"2019-02-13","2019-02-13","user_1","user_1"
4618,"R","R","2020-04-08","In","yes",4618,3,"2019-08-12","2019-08-12","user_1","user_1"
4619,"S","S","2020-12-24","In","yes",4619,4,"2020-02-08","2020-02-08","user_1","user_1"
4620,"T","T","2021-09-10","In","yes",4620,5,"2020-08-06","2020-08-06","user_1","user_1"
4621,"A","A","2018-11-05","In","yes",4621,1,"2018-08-17","2018-08-17","user_1","user_1"
